title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Pink Panther 2",movie,"Action, Adventure, Comedy",2009,tt0838232,5.6,49250,"HN, US"
"Barbie as The Princess and the Pauper",movie,"Animation, Comedy, Family",2004,tt0426955,7,9843,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Barbie in the Nutcracker",movie,"Animation, Family, Musical",2001,tt0288441,6.3,8595,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
De-Lovely,movie,"Biography, Drama, Music",2004,tt0352277,6.6,11973,"AG, BB, BS, HN, NI, TT, US"
"The Red Balloon",movie,"Comedy, Drama, Family",1956,tt0048980,8.1,20543,"AG, BB, BS, HN, NI, RS, TT, US"
"Pom Poko",movie,"Animation, Comedy, Drama",1994,tt0110008,7.3,35757,"AG, BB, BS, HN, NI, TT, US"
"District 13: Ultimatum",movie,"Action, Crime, Thriller",2009,tt1247640,6.5,46628,"AR, BE, BO, BR, CL, CO, CR, FR, GT, MX, PE, SV, UY"
"Wonder Woman",movie,"Action, Adventure, Animation",2009,tt1186373,7.2,19002,"AG, AR, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, TT, UY, VE"
"Mesrine: Public Enemy No. 1",movie,"Action, Biography, Crime",2008,tt0411272,7.4,31524,FR
"The Cat Returns",movie,"Adventure, Animation, Comedy",2002,tt0347618,7.1,66709,"AG, BB, BS, HN, NI, TT, US"
"Lupin III: The Castle of Cagliostro",movie,"Action, Adventure, Animation",1979,tt0079833,7.6,34229,"DO, JM, PA, PY, VE"
"Role Models",movie,Comedy,2008,tt0430922,6.8,243593,US
"Missing in Action",movie,"Action, Adventure, Drama",1984,tt0087727,5.4,16989,US
"Cosy Dens",movie,"Comedy, Drama",1999,tt0167331,8.1,6307,"CZ, SK"
Metropolitan,movie,"Comedy, Drama, Romance",1989,tt0100142,7.3,12607,"AG, BB, BS, HN, NI, TT, US"
"Play Misty for Me",movie,"Drama, Thriller",1971,tt0067588,6.9,32608,"BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"The Notorious Bettie Page",movie,"Biography, Drama",2005,tt0404802,6.5,11787,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PL, PY, RO, SI, SK, SV, TC, UY, VE"
"Ben 10: Secret of the Omnitrix",movie,"Action, Adventure, Animation",2007,tt1146431,7.4,4481,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Don't Tell Mom the Babysitter's Dead",movie,Comedy,1991,tt0101757,6.3,38982,"AR, BO, BR, BZ, CL, CO, CR, DK, DO, EC, FI, GT, JM, LC, MX, NO, PA, PE, PY, SE, SV, TC, UY, VE"
"Don't Die Too Hard!",movie,Comedy,2001,tt0259060,5.7,5839,"FR, MC"
"The Family That Preys",movie,Drama,2008,tt1142798,6,8167,"AG, BB, BS, HN, NI, TT, US"
Revanche,movie,"Crime, Drama, Romance",2008,tt1173745,7.5,16225,"AG, BB, BS, HN, NI, TT, US"
Shadows,movie,"Drama, Music, Romance",1958,tt0053270,7.2,12815,"AG, BB, BS, HN, NI, TT, US"
"Monsters vs. Aliens",movie,"Action, Adventure, Animation",2009,tt0892782,6.4,179464,"AG, BB, BS, NI, TT"
"Teen Wolf Too",movie,"Comedy, Fantasy",1987,tt0094118,3.5,12685,"AG, BB, BS, NI, TT"
"Scooby-Doo and the Cyber Chase",movie,"Action, Adventure, Animation",2001,tt0290057,7.1,10184,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, US, UY"
"Fire in the Sky",movie,"Biography, Drama, Fantasy",1993,tt0106912,6.5,29347,"AG, BB, BS, TT"
"Vacancy 2: The First Cut",movie,"Horror, Thriller",2008,tt1204979,4.9,8719,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Mommie Dearest",movie,"Biography, Drama",1981,tt0082766,6.6,18884,"AG, BB, BS, NI, TT"
"Ghidorah, the Three-Headed Monster",movie,"Action, Adventure, Fantasy",1964,tt0058544,6.5,8311,"AG, BB, BS, HN, NI, TT, US"
"Class Action",movie,"Drama, Thriller",1991,tt0101590,6.4,8455,"AG, BB, BS, NI, TT"
"Only the Strong",movie,"Action, Drama",1993,tt0107750,6.5,7090,"AG, BB, BS, HN, NI, TT"
"Batman & Mr. Freeze: SubZero",movie,"Action, Animation, Crime",1998,tt0143127,7.1,18584,"AG, AR, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, TT, UY, VE"
"Dark Blue World",movie,"Action, Drama, Romance",2001,tt0244479,7.1,6162,"CZ, SK"
"The Mummy",movie,"Fantasy, Horror",1932,tt0023245,7,31179,"AR, BO, CL, CO, CR, GT, MX, PE, SV, UY"
"Barbie and the Magic of Pegasus",movie,"Animation, Family, Romance",2005,tt0480345,6.6,5664,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Autumn Spring",movie,"Comedy, Drama, Family",2001,tt0286476,7.4,1857,"CZ, SK"
"Go Fast",movie,"Action, Crime, Drama",2008,tt1179855,5.8,2039,"BE, FR"
"King's Game",movie,"Drama, Thriller",2004,tt0378215,7.3,4890,"DK, FI, NO, SE"
"Ben 10: Race Against Time",movie,"Action, Adventure, Family",2007,tt1037011,4.2,5568,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
They,movie,"Horror, Mystery, Thriller",2002,tt0283632,4.8,14223,"HN, US"
Selena,movie,"Biography, Drama, Music",1997,tt0120094,6.9,32296,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Carnival of Souls",movie,"Horror, Mystery",1962,tt0055830,7,28941,"AG, BB, BS, HN, NI, RS, TT, US"
"The Adventures of Elmo in Grouchland",movie,"Adventure, Comedy, Family",1999,tt0159421,5.8,3834,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
Juice,movie,"Action, Crime, Drama",1992,tt0104573,7,31103,"AG, BS, TT"
"My Neighbors the Yamadas",movie,"Animation, Comedy, Family",1999,tt0206013,7.1,16476,"AG, BB, BS, HN, NI, TT, US"
"Space Is the Place",movie,"Music, Sci-Fi",1974,tt0072195,6.5,1542,"AG, BB, BS, HN, NI, TT, US"
"Whatever It Takes",movie,"Comedy, Drama, Romance",2000,tt0202402,5.5,12320,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Batman Beyond: Return of the Joker",movie,"Action, Animation, Crime",2000,tt0233298,7.7,30390,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Teen Titans: Trouble in Tokyo",movie,"Action, Adventure, Animation",2006,tt0816671,7,6991,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Tiger Brigades",movie,"Action, Adventure, Crime",2006,tt0462667,5.8,1747,FR
"Down to Earth",movie,"Comedy, Fantasy",2001,tt0231775,5.4,25030,"AG, BB, BS, HN, NI, TT, US"
"Fantastic Planet",movie,"Animation, Sci-Fi",1973,tt0070544,7.7,38259,"AG, BB, BS, HN, NI, RS, TT, US"
"The Jack Bull",movie,"Drama, Western",1999,tt0171410,6.8,5393,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"The Texas Chainsaw Massacre 2",movie,"Comedy, Horror",1986,tt0092076,5.6,39849,"AG, BS, TT"
"Sometimes in April",movie,"Drama, History, War",2005,tt0400063,7.8,6134,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
Schizopolis,movie,"Comedy, Fantasy, Mystery",1996,tt0117561,6.7,6145,"AG, BB, BS, HN, NI, TT"
"The Mod Squad",movie,"Action, Crime, Thriller",1999,tt0120757,4.3,9615,"AG, BB, BS, NI, TT"
"Scooby-Doo and the Samurai Sword",movie,"Action, Animation, Comedy",2008,tt1421378,6.4,3517,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Black Narcissus",movie,Drama,1947,tt0039192,7.7,28556,"AG, BB, BS, HN, NI, TT, US"
"Hobson's Choice",movie,"Comedy, Drama, Romance",1954,tt0047094,7.7,9084,"AG, BB, BS, HN, NI, TT, US"
"The Country Teacher",movie,"Drama, Romance",2008,tt1284526,6.9,1528,"CZ, SK"
"The Infernal Cauldron",movie,"Horror, Short",1903,tt0135180,6.6,2477,"AG, BB, BS, HN, NI, TT, US"
"Where the Wild Things Are",movie,"Adventure, Drama, Family",2009,tt0386117,6.7,109439,"BE, FR, MC, PT, US"
"I Love You, Man",movie,"Comedy, Romance",2009,tt1155056,7,219227,"AG, BB, BS, TT"
Duplicity,movie,"Comedy, Crime, Romance",2009,tt1135487,6.1,52554,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Mindhunters,movie,"Crime, Horror, Thriller",2004,tt0297284,6.3,64956,FR
"Ordinary People",movie,Drama,1980,tt0081283,7.7,58185,"AG, BB, BS, HN, NI, RS, TT, US"
"My Brilliant Career",movie,"Biography, Drama, Romance",1979,tt0079596,7.1,4938,"AG, BB, BS, HN, NI, TT, US"
"The Kid Brother",movie,"Comedy, Drama, Family",1927,tt0018051,7.6,4933,"AG, BB, BS, HN, NI, TT, US"
"Meet the Browns",movie,"Comedy, Drama, Romance",2008,tt1047494,4.5,7392,"AG, BB, BS, HN, NI, TT, US"
"Johnny Dangerously",movie,"Comedy, Crime",1984,tt0087507,6.5,16713,"AG, BB, BS, NI, TT"
F/X2,movie,"Action, Thriller",1991,tt0101846,5.9,11943,"AG, BB, BS, HN, NI, TT, US"
"Golden Oldies",movie,Comedy,2008,tt0831904,5.1,460,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Václav,movie,"Comedy, Drama",2007,tt0955352,6.9,523,"CZ, SK"
"Kiki's Delivery Service",movie,"Animation, Family, Fantasy",1989,tt0097814,7.8,171593,"AG, BB, BS, HN, NI, TT, US"
"Inglourious Basterds",movie,"Adventure, Drama, War",2009,tt0361748,8.4,1626417,"CZ, RO"
"Into the Blue 2: The Reef",movie,"Action, Adventure, Thriller",2009,tt0865907,4.7,5624,"HN, US"
"Accumulator 1",movie,"Comedy, Fantasy, Romance",1994,tt0109071,7,1646,"CZ, SK"
"Legally Blondes",movie,"Comedy, Family",2009,tt1015999,3.6,5995,"AG, BB, BS, HN, NI, TT, US"
"Observe and Report",movie,"Action, Comedy, Crime",2009,tt1197628,5.8,65870,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"State of Play",movie,"Crime, Drama, Mystery",2009,tt0473705,7.1,162503,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"17 Again",movie,"Comedy, Drama, Fantasy",2009,tt0974661,6.4,220398,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
"Fire & Ice: The Dragon Chronicles",movie,"Adventure, Drama, Fantasy",2008,tt1135493,4.3,2748,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Sugar,movie,"Drama, Sport",2008,tt0990413,7.2,5223,"AD, BA, BG, CZ, DK, ES, FI, FR, HN, HR, HU, MC, MD, ME, MK, NL, NO, PL, RO, RS, SE, SI, SK, US"
"Agent Cody Banks 2: Destination London",movie,"Action, Adventure, Comedy",2004,tt0358349,4.6,16168,"AG, BB, BS, HN, NI, TT, US"
"Hanzo the Razor: Sword of Justice",movie,Action,1972,tt0068650,6.6,1938,"AG, BB, BS, HN, NI, TT, US"
"Hanzo the Razor: The Snare",movie,"Action, Drama",1973,tt0174707,7,1324,"AG, BB, BS, HN, NI, TT, US"
"Hanzo the Razor: Who's Got the Gold?",movie,Action,1974,tt0174708,6.5,984,"AG, BB, BS, HN, NI, TT, US"
"The Battle of Algiers",movie,"Drama, War",1966,tt0058946,8.1,67309,"AG, BB, BS, HN, NI, TT, US"
"The Soloist",movie,"Biography, Drama, Music",2009,tt0821642,6.7,55729,"AG, BB, BS, NI, TT"
Obsessed,movie,"Drama, Romance, Thriller",2009,tt1198138,5,34753,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Fighting,movie,"Action, Crime, Drama",2009,tt1082601,5.6,34487,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Grey Gardens",movie,"Comedy, Documentary, Drama",1975,tt0073076,7.5,15725,"AG, BB, BS, HN, NI, RS, TT, US"
Victory,movie,"Drama, Sport, War",1981,tt0083284,6.6,33919,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
Moon,movie,"Drama, Mystery, Sci-Fi",2009,tt1182345,7.8,381181,"BE, FR"
"Green Lantern: First Flight",movie,"Action, Adventure, Animation",2009,tt1384590,7,17938,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Breakin' 2: Electric Boogaloo",movie,"Comedy, Drama, Musical",1984,tt0086999,5.1,4929,"AG, BB, BS, HN, NI, TT"
"The Adventures of Tintin",movie,"Action, Adventure, Animation",2011,tt0983193,7.3,246176,"BA, BE, BG, CZ, HR, HU, MD, ME, MK, RO, SI, SK"
"The Very Very Big Company",movie,Comedy,2008,tt1156170,5.8,288,"FR, MC"
"Year One",movie,Comedy,2009,tt1045778,4.9,104996,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"District 9",movie,"Action, Sci-Fi, Thriller",2009,tt1136608,7.9,726270,"AR, BO, BR, CL, CO, CR, DK, FI, GT, MX, NO, PE, SE, SV, UY"
"Scooby-Doo and the Witch's Ghost",movie,"Animation, Comedy, Family",1999,tt0196931,7.3,9954,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, US, UY"
"Deep Sea",movie,"Documentary, Short",2006,tt0424942,7.5,1854,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Derailed,movie,"Action, Thriller",2002,tt0298296,3.9,8726,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Lone Wolf and Cub: Baby Cart at the River Styx",movie,"Action, Adventure, Drama",1972,tt0068816,7.9,7007,"AG, BB, BS, HN, NI, TT, US"
"Because of Winn-Dixie",movie,"Comedy, Drama, Family",2005,tt0317132,6.4,12961,"AG, BB, BS, HN, NI, RS, TT"
"Dance with Me",movie,"Drama, Music, Romance",1998,tt0120576,5.9,6972,"AG, BB, BS, HN, NI, TT"
"Fired Up!",movie,"Comedy, Sport",2009,tt1083456,6.1,46480,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
Hush,movie,"Drama, Thriller",1998,tt0118744,5.5,13517,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Rita, Sue and Bob Too",movie,"Comedy, Drama",1987,tt0091859,6.6,4974,"AG, BB, BS, NI, TT"
"The Elementary School",movie,"Adventure, Comedy, Drama",1991,tt0102571,7.7,3295,"CZ, SK"
"Tokyo Story",movie,Drama,1953,tt0046438,8.1,70700,"AG, BB, BS, HN, NI, TT, US"
"Land of the Lost",movie,"Action, Adventure, Comedy",2009,tt0457400,5.3,76426,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"An American Girl: Chrissa Stands Strong",movie,"Comedy, Drama, Family",2009,tt1340418,6.1,1130,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Like Water for Chocolate",movie,"Drama, Romance",1992,tt0103994,7.1,19203,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"The Twilight Saga: New Moon",movie,"Adventure, Drama, Fantasy",2009,tt1259571,4.8,304831,"DK, FI, NO, SE"
"The Proposal",movie,"Comedy, Drama, Romance",2009,tt1041829,6.8,371219,"DK, FI, NO, SE"
"The Foreigner",movie,"Action, Thriller",2003,tt0312700,3.4,7422,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Godzilla vs. Biollante",movie,"Action, Drama, Fantasy",1989,tt0097444,6.5,7177,US
"Laughter and Punishment",movie,"Comedy, Romance",2003,tt0316494,5.6,1094,"BE, FR"
"Days of Being Wild",movie,"Crime, Drama, Romance",1990,tt0101258,7.4,26257,"AG, BB, BS, HN, NI, TT, US"
"Happy Together",movie,"Drama, Romance",1997,tt0118845,7.7,35180,"AG, BB, BS, HN, NI, TT, US"
"Dead Weight",movie,"Action, Adventure, Comedy",2002,tt0283957,5.9,5466,"FR, MC"
"The Taking of Pelham 123",movie,"Action, Crime, Thriller",2009,tt1111422,6.4,210385,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Gamer,movie,"Action, Sci-Fi, Thriller",2009,tt1034032,5.7,140682,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Free Willy 3: The Rescue",movie,"Adventure, Drama, Family",1997,tt0119152,4.7,10921,"AR, BE, BO, BR, CL, CO, CR, FR, GT, MC, MX, PE, SV, UY"
"Hey Good Looking!",movie,"Comedy, Romance",2006,tt0469055,5.3,865,FR
"Son of Godzilla",movie,"Adventure, Comedy, Fantasy",1967,tt0061856,5.2,6181,"AG, BB, BS, HN, NI, TT, US"
"Jack and the Beanstalk",movie,"Comedy, Family, Fantasy",1952,tt0044762,5.8,3532,"HN, US"
"The Hangover",movie,Comedy,2009,tt1119646,7.7,865248,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, JM, LC, MC, MX, NL, NO, PA, PE, PT, PY, SE, SV, TC, UY, VE"
"Lady Snowblood 2: Love Song of Vengeance",movie,"Drama, Thriller",1974,tt0072157,6.3,4344,"AG, BB, BS, HN, NI, TT, US"
"Clash of the Titans",movie,"Action, Adventure, Fantasy",2010,tt0800320,5.8,295666,"AD, BE, ES, FR, PT"
"Control Room",movie,Documentary,2004,tt0391024,7.7,5294,"AG, BB, BS, NI, TT"
"In Cold Blood",movie,"Biography, Crime, Drama",1967,tt0061809,7.9,29952,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"The Entertainer",movie,Drama,1960,tt0053796,7.1,3826,"AG, BB, BS, HN, NI, TT, US"
"The Boat That Rocked",movie,"Comedy, Drama, Music",2009,tt1131729,7.3,117192,FR
"The 3 Worlds of Gulliver",movie,"Adventure, Family, Fantasy",1960,tt0053882,6.4,3169,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
"Godzilla: King of the Monsters!",movie,"Action, Horror, Sci-Fi",1956,tt0197521,6.3,9053,"AG, BB, BS, NI, TT"
"Azur & Asmar: The Princes' Quest",movie,"Adventure, Animation, Family",2006,tt0439123,7.4,3720,"FR, MC"
"Blithe Spirit",movie,"Comedy, Fantasy",1945,tt0038363,7,8383,"AG, BB, BS, HN, NI, TT, US"
"As You Like It",movie,"Comedy, Drama, Romance",2006,tt0450972,6.1,3803,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MX, NI, NL, NO, PA, PE, PL, PT, PY, SE, SK, SV, TC, TT, US, UY, VE"
"Juliet of the Spirits",movie,"Comedy, Drama, Fantasy",1965,tt0059229,7.4,15003,"AG, BB, BS, HN, NI, TT, US"
"Excellent Cadavers",movie,"Crime, Drama, Thriller",1999,tt0151734,6.5,1440,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Superman: Brainiac Attacks",movie,"Action, Animation, Sci-Fi",2006,tt0800226,5.8,5104,"AG, AR, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Terror of Mechagodzilla",movie,"Action, Adventure, Family",1975,tt0073373,6.1,6003,"AG, BB, BS, HN, NI, TT, US"
"Godzilla vs. Gigan",movie,"Action, Adventure, Family",1972,tt0068371,5.6,5984,"AG, BB, BS, HN, NI, RS, TT, US"
"The Laramie Project",movie,"Crime, Drama, History",2002,tt0257850,7.1,7040,"AD, AG, BA, BB, BG, BO, BS, BZ, CL, CR, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Red Shoes",movie,"Drama, Music, Romance",1948,tt0040725,8.1,40281,"AG, BB, BS, HN, NI, RS, TT, US"
"Invasion of Astro-Monster",movie,"Action, Adventure, Sci-Fi",1965,tt0059346,6.2,7791,"AG, BB, BS, HN, NI, TT, US"
"Autism: The Musical",movie,"Documentary, Music",2007,tt0481580,7.7,775,"AG, BB, BS, HN, NI, TT, US"
"The Hedgehog",movie,Drama,2009,tt1442519,7.3,9871,"BE, FR"
Rodan,movie,"Sci-Fi, Thriller",1956,tt0049782,6.2,6212,"AG, BB, BS, HN, NI, TT, US"
"Two If by Sea",movie,"Comedy, Crime, Romance",1996,tt0118002,5.3,6467,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Zelary,movie,"Drama, Romance, War",2003,tt0288330,7.5,3790,"CZ, SK"
Medvídek,movie,"Comedy, Drama",2007,tt1132596,6.2,575,"CZ, SK"
"In the Loop",movie,Comedy,2009,tt1226774,7.4,62278,"DK, FI, NO, SE"
"Grey Gardens",movie,"Biography, Drama",2009,tt0758751,7.4,11416,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Couples Retreat",movie,Comedy,2009,tt1078940,5.5,116526,"AR, BE, BO, CL, CO, CR, FR, GT, MX, PE, SV, UY"
Zombieland,movie,"Action, Comedy, Horror",2009,tt1156398,7.5,634247,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"The Final Destination",movie,"Horror, Thriller",2009,tt1144884,5.1,118525,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
"I Do: How to Get Married and Stay Single",movie,"Comedy, Romance",2006,tt0478724,6.7,6660,FR
"Jennifer's Body",movie,"Comedy, Horror",2009,tt1131734,5.5,157057,"AG, BB, BS, NI, TT"
Avatar,movie,"Action, Adventure, Fantasy",2009,tt0499549,7.9,1407289,"AG, BB, BS, HN, NI, RS, TT"
"The End of the Affair",movie,"Drama, Mystery, Romance",1999,tt0172396,7,24334,"AR, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, JM, LC, MX, PA, PE, PY, RO, SV, TC, UY, VE"
"The Batman vs. Dracula",movie,"Action, Animation, Horror",2005,tt0472219,6.6,11531,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Deep Red",movie,"Horror, Mystery, Thriller",1975,tt0073582,7.5,44115,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"World's Greatest Dad",movie,"Comedy, Drama",2009,tt1262981,6.9,41190,US
"Divorce Italian Style",movie,"Comedy, Drama, Romance",1961,tt0055913,7.9,14574,"AG, BB, BS, HN, NI, TT, US"
"The Brothers",movie,"Comedy, Drama, Romance",2001,tt0250274,6.3,5151,"AG, BB, BS, HN, NI, TT"
"The Last Outlaw",movie,"Action, Drama, Western",1993,tt0110307,6.1,3262,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Answer Man",movie,"Comedy, Romance",2009,tt1187041,6.4,7394,"AG, BB, BS, NI, TT"
"Scooby-Doo and the Alien Invaders",movie,"Adventure, Animation, Comedy",2000,tt0253658,6.8,8166,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"Until Death",movie,"Action, Crime, Drama",2007,tt0783598,5.7,10499,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"For All Mankind",movie,"Documentary, History",1989,tt0097372,8.1,6716,"AG, BB, BS, HN, NI, TT, US"
"The Naked City",movie,"Crime, Drama, Film-Noir",1948,tt0040636,7.5,15843,"AG, BB, BS, HN, NI, RS, TT, US"
"Late Spring",movie,"Comedy, Drama",1949,tt0041154,8.2,19866,"AG, BB, BS, HN, NI, RS, TT, US"
"Early Spring",movie,Drama,1956,tt0049784,7.7,3834,"AG, BB, BS, HN, NI, TT, US"
"Jonah Hex",movie,"Action, Drama, Fantasy",2010,tt1075747,4.7,62552,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
61*,movie,"Biography, Drama, History",2001,tt0250934,7.7,17916,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Something the Lord Made",movie,"Biography, Drama",2004,tt0386792,8.1,15951,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
